logFC	logCPM	LR	PValue	DE	FDR
chr9:132283264|132288651	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:129040452|129042514	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:136978993|136980284	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:40758255|40763752	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:465962|467219	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:34657303|34659900	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:106558472|106588940	3.64475915859124	6.70240618423414	1.16271073587546	0.280904066298336	0	0.57132041135255
chr9:85958472|85959867	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:136432479|136434134	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:137161289|137162739	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:114671383|114671827	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:125203008|125220397	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:16552530|16727997	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:97610346|97625997	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:127749211|127762416	-3.6946442854841	6.70953265557073	1.15501817934802	0.282501127460826	0	0.57132041135255
chr9:112959793|112960962	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:33943420|33960878	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:90864589|90874291	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:123365917|123367686	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:114406355|114425024	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:34648998|34656908	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:34656739|34657587	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:82277049|82349848	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:87727594|87728396	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:84707844|84724356	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:83883813|83891501	3.5200098932737	6.68114958789209	1.10884570036022	0.292333005337262	0	0.57132041135255
chr9:34402705|34405964	4.38966431609894	6.54249609350152	1.07481854432761	0.299859581628773	0	0.57132041135255
chr9:68387463|68465208	-3.96863527195098	7.29357758481956	1.00148316872033	0.3169518903982	0	0.57132041135255
chr9:114359594|114361911	-4.05263578706906	7.25325255716433	0.997039390673773	0.318027950680937	0	0.57132041135255
chr9:37719069|37731103	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:27185485|27203119	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:33943420|33944639	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:101613376|101671107	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:33318731|33338589	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:109050570|109064567	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:125003114|125003690	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:135561758|135565514	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:35611804|35618121	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:69227765|69230232	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:128789874|128791693	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:89334522|89347048	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:136849111|136850137	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:114668206|114671827	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:113282646|113286828	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:136863288|136863871	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:69046385|69065035	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:122270864|122285287	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:37489315|37495276	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:137039971|137040436	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:137540642|137543815	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:112959793|112961814	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:131126412|131127719	-3.37337693980717	6.63873101163156	0.993387188339128	0.31891592285481	0	0.57132041135255
chr9:136994930|136995567	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:129615484|129620743	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:96844890|96852005	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:124855634|124856600	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:85621202|85657643	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:132826854|132854925	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:133065040|133066945	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:105705597|105721721	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:137430784|137433864	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:130466725|130476961	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:133544470|133555930	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:33508359|33510711	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:104132009|104134575	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:79138523|79143231	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:112804776|112838697	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:138043774|138058250	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:34096716|34098517	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:136744640|136745280	-3.46769881770332	6.73877136980711	0.973712635953616	0.323756000375984	0	0.57132041135255
chr9:24544972|24545286	-4.12749261109747	6.51209048783871	0.950116952403425	0.329689529873698	0	0.57132041135255
chr9:124786975|124799491	4.10862089693303	6.41896315273919	0.946746246520596	0.330548897409504	0	0.57132041135255
chr9:3270371|3288250	3.89778467310983	7.17746181138096	0.931018695909727	0.334598357421931	0	0.57132041135255
chr9:33468508|33469341	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:115040941|115057425	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:137033193|137035282	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:132648189|132651116	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:94928425|94967801	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:2643837|2645745	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:15444602|15453205	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:114032645|114036377	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:3271003|3293258	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:129084668|129085306	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:69844517|69856673	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:120914235|120926301	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:124543802|124554570	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:62867697|62869304	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:127714379|127715194	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:27558491|27562476	-3.3956110260576	6.61194646205808	0.92181111599124	0.336999881289142	0	0.57132041135255
chr9:33218365|33221108	3.9462662911909	6.43356132322759	0.906110658119568	0.341148485980437	0	0.57132041135255
chr9:104766325|104769021	3.94222205958176	6.40422686394193	0.904971028647201	0.341452283386165	0	0.57132041135255
chr9:125158241|125171180	3.94222205958176	6.40422686394193	0.904971028647201	0.341452283386165	0	0.57132041135255
chr9:23540579|23602784	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:5742869|5756372	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:131325452|131347756	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:111642839|111647259	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:134025486|134026090	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:5944871|5988545	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:35076724|35078736	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:37832063|37956054	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:117778090|117784493	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:96097352|96100051	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:133540878|133561295	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:137251738|137252135	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:38458368|38469965	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:74998598|75017448	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:128472913|128484886	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:131487856|131491580	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:136369750|136371145	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:125777982|125929845	3.32969841724227	6.60542425864069	0.889571155341793	0.34559354718477	0	0.57132041135255
chr9:5805611|5812217	-3.77821143767529	7.15558631004152	0.889134428311431	0.34571197742306	0	0.57132041135255
chr9:66182326|66184776	3.78098873521802	7.13873888195304	0.888718649289007	0.345824778115006	0	0.57132041135255
chr9:136806078|136806867	3.78098873521802	7.13873888195304	0.888718649289007	0.345824778115006	0	0.57132041135255
chr9:83299112|83311975	-3.89669119915234	6.40993303278202	0.887819424908176	0.346068907879697	0	0.57132041135255
chr9:121974009|122031856	-3.8434804972539	7.11765845839798	0.880676771618322	0.348016384137283	0	0.57132041135255
chr9:93107674|93109092	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:129338792|129342043	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:19334977|19341114	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:120776093|120793257	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:132269615|132271808	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:136742787|136745280	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:99128855|99144888	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:110496815|110513105	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:126962225|126965951	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:75069742|75077580	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:135697506|135699126	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:136447853|136448161	3.45689436672929	6.7849883700955	0.873471982337149	0.349995907093549	0	0.57132041135255
chr9:120970170|120974931	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:35556308|35558567	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:97314618|97318582	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:129084668|129085616	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:122378433|122381552	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:119242047|119313405	3.5127060975152	6.79326841906173	0.867064979565064	0.351769129861391	0	0.57132041135255
chr9:109406462|109427122	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:135500998|135501973	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:133540878|133554693	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:128099275|128101222	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:126690836|126693323	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:37522825|37537943	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:122280443|122286166	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:97325019|97347666	-3.54301533895293	6.80092713943265	0.856236708880257	0.354793969197649	0	0.57132041135255
chr9:92856192|92875059	-3.62319393038662	6.27752952332748	0.825907633369228	0.363458555108451	0	0.57132041135255
chr9:119248960|119313405	-3.67122312317929	7.08130393431179	0.82407975173094	0.363990036221924	0	0.57132041135255
chr9:125323798|125341264	-3.67122312317929	7.08130393431179	0.82407975173094	0.363990036221924	0	0.57132041135255
chr9:94606815|94617860	-3.67122312317929	7.08130393431179	0.82407975173094	0.363990036221924	0	0.57132041135255
chr9:15187971|15203890	-3.67122312317929	7.08130393431179	0.82407975173094	0.363990036221924	0	0.57132041135255
chr9:13004933|13029577	3.66227240646552	7.05808402098729	0.815947736470057	0.366367622723793	0	0.57132041135255
chr9:136831721|136835845	3.66227240646552	7.05808402098729	0.815947736470057	0.366367622723793	0	0.57132041135255
chr9:135768610|135772949	3.66227240646552	7.05808402098729	0.815947736470057	0.366367622723793	0	0.57132041135255
chr9:87970776|87974074	-3.72881552954972	7.04475849460588	0.815621049462149	0.366463586848528	0	0.57132041135255
chr9:20363476|20448266	-3.72881552954972	7.04475849460588	0.815621049462149	0.366463586848528	0	0.57132041135255
chr9:127318063|127333121	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:88426382|88448989	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:135500570|135501123	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:135694387|135695263	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:133702916|133731484	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:127720078|127724364	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:35750658|35751754	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:124301936|124321569	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:34381369|34385781	-3.42871078324656	6.83232352139104	0.788447311214729	0.374570037770337	0	0.57132041135255
chr9:92337541|92379859	-3.63471478973464	6.96797476429843	0.781260258440087	0.376755984904204	0	0.57132041135255
chr9:92389854|92401185	3.59562269944782	6.95942154006514	0.775224376286377	0.378605686321782	0	0.57132041135255
chr9:107306379|107318879	3.59562269944782	6.95942154006514	0.775224376286377	0.378605686321782	0	0.57132041135255
chr9:133643413|133651777	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:94567270|94587469	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:32481340|32489451	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:135945889|135953753	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:114343708|114346009	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:136367637|136370701	-3.57417859844442	7.00298882235844	0.775094236705005	0.378645708459716	0	0.57132041135255
chr9:81974082|81976806	3.5596268763573	6.97265973332649	0.773945655968982	0.378999193038843	0	0.57132041135255
chr9:128842654|128845411	3.5596268763573	6.97265973332649	0.773945655968982	0.378999193038843	0	0.57132041135255
chr9:69371499|69383759	3.5596268763573	6.97265973332649	0.773945655968982	0.378999193038843	0	0.57132041135255
chr9:131135940|131147584	3.5596268763573	6.97265973332649	0.773945655968982	0.378999193038843	0	0.57132041135255
chr9:136995186|136995757	3.52059816228188	6.87873855369974	0.771711269659292	0.379688177455719	0	0.57132041135255
chr9:35744615|35748973	3.52059816228188	6.87873855369974	0.771711269659292	0.379688177455719	0	0.57132041135255
chr9:32487471|32489451	3.52059816228188	6.87873855369974	0.771711269659292	0.379688177455719	0	0.57132041135255
chr9:38571122|38575698	3.52059816228188	6.87873855369974	0.771711269659292	0.379688177455719	0	0.57132041135255
chr9:92049960|92077035	-3.55172163209384	6.8868696688768	0.768557470275673	0.380663680688019	0	0.57132041135255
chr9:4622408|4627856	-3.55172163209384	6.8868696688768	0.768557470275673	0.380663680688019	0	0.57132041135255
chr9:99828041|99833454	-3.55172163209384	6.8868696688768	0.768557470275673	0.380663680688019	0	0.57132041135255
chr9:94605457|94610061	-3.55172163209384	6.8868696688768	0.768557470275673	0.380663680688019	0	0.57132041135255
chr9:114094181|114095332	3.46979667719069	6.88186740370385	0.762106108829212	0.382670223923545	0	0.57132041135255
chr9:22674443|22682713	3.46979667719069	6.88186740370385	0.762106108829212	0.382670223923545	0	0.57132041135255
chr9:122378433|122381747	3.46979667719069	6.88186740370385	0.762106108829212	0.382670223923545	0	0.57132041135255
chr9:109406462|109422852	3.46979667719069	6.88186740370385	0.762106108829212	0.382670223923545	0	0.57132041135255
chr9:37762577|37770019	-3.47476558651929	6.92017791368167	0.736614656377902	0.390747487150115	0	0.57132041135255
chr9:32485175|32489451	-3.47476558651929	6.92017791368167	0.736614656377902	0.390747487150115	0	0.57132041135255
chr9:134045293|134051709	-3.47476558651929	6.92017791368167	0.736614656377902	0.390747487150115	0	0.57132041135255
chr9:124538092|124554570	-3.47476558651929	6.92017791368167	0.736614656377902	0.390747487150115	0	0.57132041135255
chr9:87498970|87605175	-3.47476558651929	6.92017791368167	0.736614656377902	0.390747487150115	0	0.57132041135255
chr9:135945889|135946371	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:78246669|78253277	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:2161686|2181676	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:19573351|19622299	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:38456118|38462233	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:128323016|128332282	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:136889670|136890542	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:127473801|127481227	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:136945634|136946566	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:124855861|124856600	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:123128214|123132968	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:134880812|134885897	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:34380897|34381444	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:113283132|113284389	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:92323236|92323503	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:116265857|116335074	3.09485436247981	6.569276099576	0.693274283269623	0.405052903516575	0	0.57132041135255
chr9:92321668|92323503	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:121313934|121318880	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:133518874|133520288	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:88640511|88647660	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:90507258|90508941	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:69375736|69383759	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:137050284|137051370	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:107302035|107318879	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:132661208|132670401	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:101399028|101399530	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:97323781|97347666	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:135605215|135615498	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:128190329|128190862	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:130695492|130697627	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:105604215|105620061	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:83887041|83888592	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:17761437|17789550	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:32420856|32427436	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:137754171|137778055	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:136365141|136366845	-2.99624568479842	6.53123521437637	0.632203062760342	0.426548365769027	0	0.57132041135255
chr9:127945649|127950539	-3.02586100933465	6.50726699668373	0.6208856599398	0.430718359527299	0	0.57132041135255
chr9:136952892|136953779	-3.02586100933465	6.50726699668373	0.6208856599398	0.430718359527299	0	0.57132041135255
