circRNA_ID	PValue	FDR
243	chr12:20705949|20722049	1	1
244	chr7:134537580|134538277	1	1
245	chr11:118373086|118381523	1	1
246	chr9:98060782|98077017	1	1
247	chr21:33602234|33616750	1	1
248	chr2:227259178|227268769	0.000398637913429	1
249	chr6:33799105|33801170	1	1
250	chr16:88485939|88489153	1	1
251	chr2:71564058|71589686	1	1
252	chr8:38267267|38268407	0.0161717333285	1
253	chr17:32294294|32298204	1	1
254	chr12:32750719|32754085	5.2547410696e-06	0.0638083208081528
255	chr16:20592556|20599716	1	1
256	chr15:34163560|34166115	1	1
257	chr17:41987819|41994944	1	1
258	chr3:15574977|15586602	1	1
259	chr10:27735221|27741504	1	1
260	chr16:1350807|1351598	1	1
261	chr2:227698736|227702320	1	1
262	chr4:152147204|152148126	1	1
263	chr4:67924128|67944637	1	1
264	chr2:160138065|160172730	1	1
265	chrX:132085581|132097344	1	1
266	chr3:17508474|17622765	1	1
267	chr1:92242212|92244385	1	1
268	chr10:86460399|86471103	1	1
269	chr10:133274159|133274990	1	1
270	chr10:119797461|119808060	1	1
271	chr11:60790974|60792321	1	1
272	chr1:75786700|75790057	1	1
273	chr1:48451552|48453131	1	1
274	chr10:42425318|42451683	1	1
275	chr12:55937978|55938560	1	1
276	chr19:35642434|35642698	1	1
277	chr2:98571897|98572927	1	1
278	chr22:18079874|18083732	0.00379658219111	1
279	chr17:30844835|30858323	1	1
280	chr5:41794677|41805681	1	1
281	chr2:47948384|48003425	1	1
282	chr11:291976|293235	1	1
283	chr1:120251414|120256754	1	1
284	chr1:9244925|9247083	1	1
285	chr2:24082885|24084331	1	1
286	chr12:57524953|57527660	1	1
287	chr3:100296172|100304888	1	1
288	chr4:950421|952450	1	1
289	chr1:77161295|77161711	1	1
290	chr18:26281971|26293531	1	1
291	chr1:240768152|240771183	1	1
292	chr13:45377061|45383169	1	1
293	chr11:2135367|2140299	0.000379109175434	1
294	chr3:35681714|35682889	1	1
295	chr4:99204357|99253132	1	1
296	chr8:74825182|74844099	1	1
297	chr10:97424799|97425739	1	1
298	chr2:235908738|235930923	1	1
299	chr3:139423016|139577850	1	1
300	chr2:219179733|219181205	1	1
301	chr17:62238009|62241636	1.35447209004e-14	1.66031188797103e-10
302	chr1:53304997|53305424	1	1
303	chr10:133398435|133399226	1	1
304	chr11:408695|410027	1	1
305	chr7:103661376|103728207	1	1
306	chr9:116841429|116842517	1	1
307	chr7:128844658|128848068	1	1
308	chrX:27394980|27398837	1	1
309	chr22:30529289|30532856	0.000667701309816	1
310	chr13:72737962|72745207	1	1
311	chr2:133213716|133303110	1	1
312	chr7:81982567|81994939	1	1
313	chr4:1841347|1849209	1	1
314	chr11:66333527|66335251	1	1
315	chr2:127059011|127062197	1	1
316	chrX:118741017|118747092	1	1
317	chr1:53827999|53832591	0.302841971943	1
318	chr7:139165132|139169352	1	1
319	chr9:127709422|127712349	1	1
320	chr9:75016268|75017448	1	1
321	chr3:51674271|51684634	1	1
322	chr2:233767034|233767936	0.0938813291496	1
323	chr20:51435706|51475660	1	1
324	chr12:44083589|44143624	1	1
325	chr2:105367570|105396697	1	1
326	chr1:111230742|111231294	0.00322079213318	1
327	chr16:28593442|28620133	0.0410756925225	1
328	chr12:21318782|21334704	1	1
329	chr1:156134805|156136436	1	1
330	chr19:35791760|35792442	1	1
331	chr20:57514592|57523278	1	1
332	chr9:5742869|5756372	1	1
333	chr1:158936891|158939247	2.07786543527e-09	2.5372814830082e-05
334	chr20:1473118|1478607	1	1
335	chr19:43962725|43965076	1	1
336	chr1:18889362|18890105	1	1
337	chr20:50942031|50955285	0.022673904863	1
338	chr17:42998690|42999292	1	1
339	chr3:191212533|191218961	0.00315638631969	1
340	chr2:54334817|54360271	1	1
341	chr17:4635759|4638684	1	1
342	chr8:65531415|65534864	1	1
343	chr4:45014152|45023027	1	1
344	chr20:63999603|64016845	1	1
345	chr17:17817548|17817916	1	1
346	chr4:140947654|140949372	0.000801727722503	1
347	chr1:24814094|24827116	1	1
348	chr14:105379739|105382913	1	1
349	chr8:144889933|144890403	1	1
350	chr3:125107481|125118856	1	1
351	chr5:72228266|72232558	1	1
352	chr19:18252064|18255419	1	1
353	chr19:44442814|44447600	1	1
354	chr4:158715297|158719286	1	1
355	chr17:50656702|50658207	1	1
356	chrY:26414048|26414502	0.000888467991873	1
357	chr4:41943747|41944926	1	1
358	chr7:148815506|148828880	1	1
359	chr1:91978168|91981381	1	1
360	chr2:227519948|227523925	1	1
361	chr7:5528281|5529663	1	1
362	chrX:48523699|48527285	1	1
363	chr1:240330603|240355908	1	1
364	chr7:37685179|37730038	1	1
365	chr14:100828708|100845533	1	1
366	chr8:143889704|143890451	2.08735526963e-05	0.253070952889941
367	chr4:17619901|17621699	1	1
368	chr11:4988068|4989868	0.000699034701782	1
369	chr1:109915634|109917463	1	1
370	chr3:138023658|138029907	1	1
371	chr17:40699998|40701296	1	1
372	chr16:2613960|2697997	1	1
373	chrX:21590572|21601349	1	1
374	chr5:16463108|16463742	0.624364795649	1
375	chr19:12466724|12513833	0.00108843017555	1
376	chr7:76063515|76064438	1	1
377	chr14:103708522|103711567	1	1
378	chr19:990223|991145	1	1
379	chr19:51716968|51719898	1	1
380	chr7:2363632|2364529	1	1
381	chr12:111783158|111785346	0.00499282041541	1
382	chr19:35133318|35134104	1	1
383	chr11:68564303|68576043	1	1
384	chr15:42530915|42548244	0.0020971005174	1
385	chr19:51060433|51063861	0.0271475438427	1
386	chr17:60623521|60633977	1	1
387	chr14:33929076|33931215	1	1
388	chr17:4895350|4896342	1	1
389	chr4:89822246|89828184	1	1
390	chr12:101402865|101405981	1	1
391	chr11:120305644|120307615	1	1
392	chr19:18121850|18123655	1	1
393	chr7:84007353|84014351	1	1
394	chr1:51302357|51306076	1	1
395	chr9:37762577|37770019	1	1
396	chr6:51959870|52028351	0.00105036733879	1
397	chr10:5283710|5284931	1	1
398	chr22:43838867|43841932	1	1
399	chr12:4662533|4682300	3.86420192258e-05	0.468148062920567
400	chr1:75137100|75143948	1	1
401	chr12:21176776|21200672	0.0096059697265	1
402	chr6:36368929|36373578	1	1
403	chr7:44149760|44151024	1	1
404	chr15:101685896|101703937	1	1
405	chr5:40767466|40775503	1	1
406	chr19:49476145|49476566	1	1
407	chr20:2988338|3021428	1	1
408	chr2:43781628|43783554	1	1
409	chr20:24970197|24978882	1	1
410	chr1:201365610|201367803	1	1
411	chr2:71138490|71141369	1	1
412	chr17:28385040|28388276	1	1
413	chr19:8821180|8824417	1	1
414	chr5:38406828|38425092	1	1
415	chr11:111875698|111876639	1	1
416	chr19:40776969|40783840	0.438348157216	1
417	chr6:15487307|15507254	0.000460123478535	1
418	chr19:5745913|5754245	1	1
419	chr3:123154971|123161455	1	1
420	chr18:9359972|9388140	1	1
421	chr2:197766532|197777113	0.202774907014	1
422	chr2:73845167|73847753	1	1
423	chr1:35826748|35832570	1	1
424	chr11:113979233|113986175	1	1
425	chr1:205306188|205308732	1	1
426	chr10:88667569|88671965	1	1
427	chr12:48939997|48941188	1	1
428	chr4:103656194|103658403	0.608463354776	1
429	chrX:55263251|55263925	1	1
430	chr2:233845728|233852620	0.00149344072171	1
431	chr9:37521569|37529260	0.907824591027	1
432	chr6:143850131|143860553	1	1
433	chr1:213117317|213176492	1	1
434	chr10:13597458|13611683	0.000723721195974	1
435	chr11:19230631|19235058	1	1
436	chr22:30610871|30614501	1	1
437	chr22:29288606|29292606	1	1
438	chr1:54674000|54692561	0.000546668560785	1
439	chr2:127323902|127330008	1	1
440	chr6:109475399|109476930	0.138170813932	1
441	chr5:138328484|138329647	1	1
442	chr9:120970170|120974931	1	1
443	chr1:14348475|14390751	1	1
444	chrX:55263251|55263911	1	1
445	chrX:136230385|136232097	1	1
446	chr10:46013550|46015266	0.0015068995595	1
447	chr11:57491716|57497845	1	1
448	chr22:31766585|31783985	1	1
449	chr17:64390489|64390763	1	1
450	chr19:2337443|2338841	0.000407231614275	1
451	chr10:7769216|7779019	1	1
452	chr14:28986400|29019087	1	1
453	chr13:113110704|113113960	1	1
454	chr17:62507381|62522273	1	1
455	chr4:44685959|44689409	1	1
456	chr11:123740117|123740536	1	1
457	chr20:6050779|6052804	0.00106701154365	1
458	chr2:113263278|113270307	1	1
459	chr19:17365286|17366195	1	1
460	chrX:134788730|134789636	1	1
461	chr19:46387366|46388448	1	1
462	chr10:104073951|104077526	1	1
463	chr1:30739809|30741716	1	1
464	chr5:159347516|159392577	1	1
465	chr14:104773455|104775799	1	1
466	chrX:55985999|56014961	1	1
467	chr3:102452919|102462378	1	1
468	chr8:39474510|39500658	1	1
469	chr4:47885498|47896647	1	1
470	chr9:109406462|109427122	1	1
471	chr1:245059386|245082162	1	1
472	chr17:43816677|43825841	1	1
473	chr1:1085878|1090428	1	1
474	chr5:118474372|118522846	1	1
475	chr1:231529255|231537327	0.4383747063	1
476	chrX:106785065|106790282	1	1
477	chr3:131024005|131025594	1	1
478	chr20:34559208|34559453	1	1
479	chr17:9779825|9781594	1	1
480	chr4:17886068|17962032	1	1
481	chr5:80564384|80569077	1	1
482	chr7:92225720|92236542	0.00815743504966	1
483	chr5:123028775|123029418	1	1
484	chr1:26258143|26269614	1	1
485	chr22:47624468|47627577	1	1
486	chr7:138768780|138769251	1	1
487	chr22:41808875|41813445	1	1
488	chr19:13073047|13075671	1	1
489	chr11:111876808|111878712	1	1
490	chr16:81066193|81090680	1	1
491	chr1:65345611|65364785	0.0040940438051	1
492	chr17:64972754|64973517	1	1
493	chr20:25078829|25079514	0.867366580307	1
494	chr1:180938555|180941285	1	1
495	chr7:90479228|90604249	1	1
496	chr14:49710263|49729009	1	1
497	chr12:102475643|102480400	1	1
498	chr15:101684075|101701184	1	1
499	chr8:3421659|3422823	1	1
500	chr8:49072787|49074136	4.10035486675e-08	0.000499464226318818
501	chr15:84687625|84714866	1	1
502	chr11:67610995|67611569	1	1
503	chr4:102267490|102304481	1	1
504	chr4:187582421|187592927	1	1
505	chr1:6628499|6630353	1	1
506	chr17:43498862|43507688	1	1
507	chr11:65279538|65282521	1	1
508	chr19:15424613|15427533	0.00136557927133	1
509	chr22:16966100|16988116	1	1
510	chr1:3833862|3837519	1	1
511	chr7:2525219|2525770	1	1
512	chr2:68950126|68950755	1	1
513	chr19:41239164|41252443	0.00326790772321	1
514	chr16:67616745|67626715	1	1
515	chr9:34402705|34405964	1.10912848461e-07	0.00135025301716421
516	chr10:87388009|87389235	0.00121710988566	1
517	chr17:44738379|44741452	1	1
518	chr3:197950936|197951311	1	1
519	chr1:160167278|160173717	1	1
520	chr7:140555636|140568813	1	1
521	chr18:26081225|26087577	1	1
522	chr19:12948497|12948813	1	1
523	chr5:1212303|1216945	1	1
524	chr1:228397143|228401194	1	1
525	chr5:53060901|53070260	1	1
526	chr21:32270407|32274896	1	1
527	chr19:18588995|18589683	1	1
528	chr19:1488188|1489897	1	1
529	chr10:122506691|122508770	1	1
530	chr17:30431772|30449748	1	1
531	chr12:93566744|93567159	1	1
532	chr11:130190113|130190694	1	1
533	chr4:154612018|154612435	1	1
534	chr10:100479052|100480012	1	1
535	chr22:39100272|39101504	1	1
536	chr2:27660984|27662281	0	0
537	chr17:34626855|34629204	1	1
538	chr3:9797659|9800296	0.0498683393167	1
539	chr21:36394547|36402851	0.794095125005	1
540	chr11:134356301|134364398	1	1
541	chr19:20645684|20646405	0.00175970125595	1
542	chr14:51808621|51817036	1	1
543	chr7:87163495|87164331	1	1
544	chr8:94664697|94668250	0.0150631323704	1
545	chr5:118609739|118611427	1	1
546	chr9:121313934|121318880	1	1
547	chr8:37874515|37877551	0.016578493102	1
548	chr5:151140153|151147926	1	1
549	chr4:68232378|68236266	1	1
550	chr4:144210773|144220772	1	1
551	chr7:132661481|132662082	0.00126102014412	1
552	chr3:63864499|63864999	1	1
553	chr17:80220916|80221794	1	1
554	chr12:53104151|53105243	1	1
555	chr5:158341221|158362541	1	1
556	chr2:206699727|206705873	1	1
557	chr16:56935235|56936817	1	1
558	chr8:91071138|91080730	1	1
559	chr1:242124468|242265448	0.00189797119022	1
560	chr19:14764433|14772497	1	1
561	chr10:58361495|58368016	1	1
562	chr19:1362250|1367220	1	1
563	chr3:114366967|114367221	1	1
564	chr4:2258885|2261824	1	1
565	chr22:27860131|27896626	1	1
566	chr11:61115056|61118480	1	1
567	chr3:124462524|124492882	1	1
568	chr12:109907526|109908937	1	1
569	chr7:2215885|2222754	1	1
570	chr11:60292225|60297325	0.451430146879	1
571	chr1:159302306|159302874	1	1
572	chr16:67949800|67950711	1	1
573	chr4:128831733|128843038	1	1
574	chr17:30481143|30484301	0.000759487681534	1
575	chr19:10107804|10110020	0.000418287799651	1
576	chr16:68274691|68291661	1	1
577	chr4:105437950|105449403	1	1
578	chr2:171952881|171966513	1	1
579	chr2:115097629|115098258	1	1
580	chr18:42037692|42038850	1	1
581	chr9:34179038|34242108	1	1
582	chr10:75235060|75235372	1	1
583	chr5:82303774|82310207	1	1
584	chr2:176843496|176846377	1	1
585	chr6:26504925|26506832	0.508376459955	1
586	chr7:140647721|140652006	0.000384217876926	1
587	chr2:74662732|74674676	1	1
588	chr17:28959025|28960671	1	1
589	chr3:184727400|184734100	0.00752197090257	1
590	chr12:101476828|101477651	3.77006759145e-10	4.60664558999275e-06
591	chr20:53562749|53570503	1	1
592	chr19:10321048|10323274	0.0025765765916	1
593	chr12:122216759|122218397	1	1
594	chr6:34989224|35060253	0.000710685125141	1
595	chr12:56225373|56225695	0.531737978573	1
596	chr3:156457453|156465686	1	1
597	chr15:66443280|66485191	1	1
598	chr3:58410090|58412963	0	0
599	chr17:43816038|43818110	1	1
600	chr1:206897731|206900357	1	1
601	chr1:225828725|225840037	1	1
602	chrX:45602297|45629634	1	1
603	chr19:6972240|6981215	1	1
604	chr10:104254710|104255271	1	1
605	chr1:183565704|183566988	1	1
606	chr20:25214867|25217581	0.000149410400427	1
607	chr2:182201688|182230146	0.000838100634651	1
608	chr22:38148493|38169471	1	1
609	chr19:49809163|49811699	1	1
610	chr15:50574637|50578664	1	1
611	chr22:42601970|42616121	1	1
612	chr8:125011537|125018201	1	1
613	chr12:111781918|111785346	1	1
614	chr4:26406175|26424479	1	1
615	chr19:50980240|50982457	1	1
616	chr4:145081660|145096111	1	1
617	chr4:992721|993436	1	1
618	chr10:58386220|58388260	1	1
619	chrX:49689418|49694201	1	1
620	chrX:111718112|111725061	1	1
621	chr6:152755269|152756265	1	1
622	chr17:67345745|67350336	1	1
623	chr19:53446227|53447283	1	1
624	chr19:3546255|3548030	1	1
625	chr3:49732791|49738422	1	1
626	chr2:106122970|106158118	0.0169345277681	1
627	chr20:32833717|32836841	0.00067567737471	1
628	chr17:6426881|6435152	1	1
629	chr10:125575025|125576001	1	1
630	chr1:37270456|37276247	1	1
631	chr6:304628|311962	1	1
632	chr2:102726845|102732138	1	1
633	chr1:99993537|100007156	1	1
634	chr12:21827210|21831194	1	1
635	chr1:84372042|84381892	1	1
636	chr20:16428953|16508100	1	1
637	chr14:64419814|64426192	0.00356622466678	1
638	chr12:6773192|6774001	1	1
639	chr2:68977495|68977774	1	1
640	chr3:169854813|169856872	1	1
641	chr22:22646334|22647038	1	1
642	chr3:127639245|127668597	1	1
643	chr8:144105869|144106674	1	1
644	chr11:71802858|71804640	1	1
645	chr19:36658299|36664786	1	1
646	chr21:39391769|39406731	1	1
647	chr19:50406182|50414990	1	1
648	chr2:127199376|127201331	0.00116532277238	1
649	chr7:55911616|55923288	1	1
650	chr8:81823792|81842193	1	1
651	chr13:89407264|89475791	1	1
652	chr17:7905621|7907247	1	1
653	chr3:133806609|133811199	1	1
654	chr1:151399981|151401355	1	1
655	chr7:101130421|101135594	1	1
656	chr22:31621334|31648276	1	1
657	chr16:29963107|29963589	1	1
658	chr9:136755412|136757168	1	1
659	chr5:147636222|147640823	1	1
660	chr2:180600734|180602471	0.000495821300425	1
661	chr11:46753310|46759043	1	1
662	chr2:127280447|127289501	1	1
663	chr15:56689300|56704267	1	1
664	chr7:82020810|82021205	1	1
665	chr1:145974825|145977539	1	1
666	chr1:150663632|150694850	1	1
667	chr19:24046184|24049548	1	1
668	chr1:27956009|27958940	1	1
669	chr1:228102080|228102688	1	1
670	chr3:185922011|185926734	0.00157779265659	1
671	chr11:74706487|74713479	1	1
672	chr22:41985984|41989684	0.273373862357	1
673	chr5:80566689|80569107	0.614133685495	1
674	chr1:206770907|206771415	1	1
675	chr9:135945889|135946371	1	1
676	chr19:49969812|49972101	1	1
677	chr3:122826800|122856374	1	1
678	chr3:138397324|138400613	1	1
679	chr6:160133957|160136334	1	1
680	chr15:45115799|45116258	1	1
681	chr9:94278758|94292467	1	1
682	chr2:73946719|73950732	1	1
683	chr21:14000927|14001662	1	1
684	chr4:112646588|112647834	1	1
685	chr1:156245535|156246756	0.00219607414725	1
686	chr20:63928335|63929525	1	1
687	chr15:62776764|62797402	1	1
688	chr17:44005637|44007773	0.00583159067369	1
689	chr1:197645690|197672156	1	1
690	chr1:100214817|100230914	1	1
691	chr1:159919661|159920537	1	1
692	chr12:49752973|49758480	1	1
693	chr12:53424709|53429010	1	1
694	chr18:48185934|48338398	1	1
695	chr9:13004933|13029577	1	1
696	chr5:31451533|31483628	1	1
697	chr19:38216353|38219058	1	1
698	chr13:27834021|27848536	1	1
699	chr20:46121820|46128224	1	1
700	chr2:161203487|161224746	1	1
701	chr15:64921921|64926170	1	1
702	chr17:68102943|68114525	1	1
703	chr2:169695215|169697531	0.000832877408546	1
704	chr9:85958472|85959867	1	1
705	chr14:20997680|20999830	0.000469911347599	1
706	chr2:177442407|177493199	1	1
707	chr10:14653834|14655165	1	1
708	chr20:20025677|20032653	1	1
709	chr1:39764623|39774456	0.000944578219756	1
710	chr3:114010772|114036786	1	1
711	chr7:27538341|27632445	1	1
712	chr2:85663664|85666742	1	1
713	chr17:49152800|49159217	1	1
714	chr22:21934024|21939680	1	1
715	chr2:120075476|120078581	1	1
716	chr7:27796116|27816394	1	1
717	chr1:173485361|173486401	0.000955531353985	1
718	chr11:117219591|117224755	1	1
719	chr13:35947358|36131306	1	1
720	chr5:126914930|126918227	1	1
721	chr5:140363728|140366264	1	1
722	chr4:59574298|59594479	1	1
723	chr12:56309966|56314966	1	1
724	chr2:201008973|201022932	1	1
725	chr10:102699373|102705489	1	1
726	chr16:30375820|30376527	1	1
727	chr5:53319549|53322805	0.00292193866112	1
728	chr1:225412454|225419452	1	1
729	chr6:43624510|43625864	1	1
730	chr19:55490298|55494783	1	1
731	chr22:17097062|17097943	1	1
732	chr4:74750573|74755976	0.0157735737777	1
733	chr3:140682462|140688542	0.508244583821	1
734	chr10:91425281|91460565	1	1
735	chr16:31474350|31476185	1	1
