circRNA_ID	PValue	FDR
40	chr9:35744615|35748973;ENSG00000070610.14	1	1
41	chr9:18635943|18662073;ENSG00000178031.18	1	1
42	chr9:88640511|88647660;ENSG00000228189.5	1	1
43	chr9:36147786|36148650;ENSG00000122694.16	1	1
44	chr9:137078502|137079449;ENSG00000197355.11	1	1
45	chr9:24544972|24545286;ENSG00000205442.13	1	1
46	chr9:3271003|3293258;ENSG00000080298.16	1	1
47	chr9:3270371|3288250;ENSG00000080298.16	1	1
48	chr9:117708563|117848155;ENSG00000285082.2	1	1
49	chr9:33026813|33034330;ENSG00000086061.16	1	1
50	chr9:33034216|33036257;ENSG00000086061.16	1	1
51	chr9:114094181|114095332;ENSG00000136883.16	1	1
52	chr9:124301936|124321569;ENSG00000119408.17	1	1
53	chr9:124312509|124313985;ENSG00000119408.17	1	1
54	chr9:94278758|94292467;ENSG00000175787.17	1	1
55	chr9:137351318|137352786;ENSG00000187609.16	1	1
56	chr9:137352620|137352944;ENSG00000187609.16	1	1
57	chr9:104132009|104134575;ENSG00000136824.19	0.000787861500644	0.4136272878381
58	chr9:104132009|104136060;ENSG00000136824.19	0.00465534657631	1
59	chr9:104111581|104118375;ENSG00000136824.19	6.61515181521e-07	0.000349941531024609
60	chr9:32420856|32427436;ENSG00000122729.19	1	1
61	chr9:81974082|81976806;ENSG00000267559.5	1	1
62	chr9:19063008|19063580;ENSG00000147874.11	1	1
63	chr9:138043774|138058250;ENSG00000148408.14	1	1
64	chr9:86950867|86987615;ENSG00000226237.3	1	1
65	chr9:86981770|86987615;ENSG00000226237.3	1	1
66	chr9:94498056|94502641;ENSG00000224245.1	1	1
67	chr9:23701379|23705071;ENSG00000107105.15	1	1
68	chr9:84292668|84298019;ENSG00000197506.8	1	1
69	chr9:98130955|98134955;ENSG00000106789.13	1	1
70	chr9:136952892|136953779;ENSG00000184925.12	1	1
71	chr9:115126950|115127910;ENSG00000236461.1	1	1
72	chr9:128099275|128101222;ENSG00000148339.13	1	1
73	chr9:137161289|137162739;ENSG00000176884.16	1	1
74	chr9:26747510|26748312;ENSG00000254261.1	1	1
75	chr9:79138523|79143231;ENSG00000260995.3	1	1
76	chr9:37762577|37770019;ENSG00000165275.10	1	1
77	chr9:37842089|37857351;ENSG00000122741.16	1	1
78	chr9:131126412|131127719;ENSG00000126883.19	1	1
79	chr9:131135940|131147584;ENSG00000126883.19	1	1
80	chr9:121318406|121324644;ENSG00000148180.21	1	1
81	chr9:121313934|121318880;ENSG00000148180.21	1	1
82	chr9:101399028|101399530;ENSG00000136870.11	1	1
83	chr9:128828735|128829155;ENSG00000286112.1	1	1
84	chr9:128832291|128835667;ENSG00000286112.1	1	1
85	chr9:84702348|84727959;ENSG00000148053.18	1	1
86	chr9:84707844|84724356;ENSG00000148053.18	1	1
87	chr9:84670377|84707912;ENSG00000148053.18	1	1
88	chr9:120622616|120659575;ENSG00000106780.9	1	1
89	chr9:121974009|122031856;ENSG00000175764.17	1	1
90	chr9:132826854|132854925;ENSG00000165695.10	1	1
91	chr9:78246669|78253277;ENSG00000148019.14	1	1
92	chr9:114359594|114361911;ENSG00000106948.17	1	1
93	chr9:114343708|114346009;ENSG00000106948.17	1	1
94	chr9:137612896|137613769;ENSG00000197070.14	1	1
95	chr9:75016268|75017448;ENSG00000156017.13	1	1
96	chr9:74998598|75017448;ENSG00000156017.13	1	1
97	chr9:97610346|97625997;ENSG00000136925.15	1	1
98	chr9:120991191|121008498;ENSG00000106804.9	1	1
99	chr9:120970170|120974931;ENSG00000106804.9	1	1
100	chr9:128828735|128828877;ENSG00000198917.13	1	1
101	chr9:134782667|134796901;ENSG00000130635.16	1	1
102	chr9:3012924|3014177;ENSG00000227835.8	1	1
103	chr9:2943565|3013028;ENSG00000227835.8	1	1
104	chr9:68742501|68822683;ENSG00000107242.20	1	1
105	chr9:34402705|34405964;ENSG00000164970.15	1	1
106	chr9:92135461|92136537;ENSG00000234537.1	1	1
107	chr9:111642839|111647259;ENSG00000059769.20	1	1
108	chr9:22213677|22214672;ENSG00000236921.1	1	1
109	chr9:124538092|124554570;ENSG00000148200.17	1	1
110	chr9:124543802|124554570;ENSG00000148200.17	1	1
111	chr9:92389854|92401185;ENSG00000106809.11	1	1
112	chr9:136744640|136745280;ENSG00000267206.6	1	1
113	chr9:37327799|37349452;ENSG00000147905.18	1	1
114	chr9:100018256|100052532;ENSG00000023318.9	1	1
115	chr9:19573351|19619692;ENSG00000155886.12	1	1
116	chr9:19573351|19622299;ENSG00000155886.12	1	1
117	chr9:72197462|72213991;ENSG00000119125.17	1	1
118	chr9:82281582|82428293;ENSG00000228430.9	1	1
119	chr9:82277049|82297540;ENSG00000228430.9	1	1
120	chr9:82277049|82349848;ENSG00000228430.9	1	1
121	chr9:100326302|100330169;ENSG00000136891.14	1	1
122	chr9:131436620|131439061;ENSG00000288841.1	1	1
123	chr9:110250820|110251462;ENSG00000136810.13	1	1
124	chr9:127824304|127825860;ENSG00000106991.14	1	1
125	chr9:127399907|127403803;ENSG00000136856.18	1	1
126	chr9:2643837|2645745;ENSG00000147852.17	1	1
127	chr9:2644734|2646552;ENSG00000147852.17	1	1
128	chr9:75117504|75133401;ENSG00000134996.12	1	1
129	chr9:83887041|83888592;ENSG00000165115.15	1	1
130	chr9:83883813|83891501;ENSG00000165115.15	1	1
131	chr9:19423862|19424841;ENSG00000177076.6	1	1
132	chr9:110973481|111036201;ENSG00000198121.15	1	1
133	chr9:117648596|117650977;ENSG00000233569.2	1	1
134	chr9:117650852|117652447;ENSG00000233569.2	1	1
135	chr9:76189631|76292275;ENSG00000099139.14	1	1
136	chr9:129084668|129085616;ENSG00000167130.18	1	1
137	chr9:129085023|129085306;ENSG00000167130.18	1	1
138	chr9:129084668|129085306;ENSG00000167130.18	1	1
139	chr9:23540579|23554617;ENSG00000283982.1	1	1
140	chr9:23540579|23602784;ENSG00000283982.1	1	1
141	chr9:130219725|130222738;ENSG00000107130.10	1	1
142	chr9:127709422|127712349;ENSG00000160401.15	1	1
143	chr9:35724830|35725321;ENSG00000137076.21	1	1
144	chr9:129099866|129102565;ENSG00000095321.18	1	1
145	chr9:92188518|92189635;ENSG00000276717.2	1	1
146	chr9:122280443|122286166;ENSG00000148187.18	1	1
147	chr9:122270864|122285287;ENSG00000148187.18	1	1
148	chr9:87498970|87605175;ENSG00000196730.13	1	1
149	chr9:36227248|36236984;ENSG00000159921.20	1	1
150	chr9:136418017|136418673;ENSG00000165688.12	1	1
151	chr9:130466725|130476961;ENSG00000130707.18	1	1
152	chr9:112275844|112297916;ENSG00000119314.16	1	1
153	chr9:114905828|114918138;ENSG00000106952.8	1	1
154	chr9:127872690|127874649;ENSG00000257524.6	1	1
155	chr9:136365141|136366845;ENSG00000187796.16	1	1
156	chr9:136367637|136370701;ENSG00000187796.16	1	1
157	chr9:136369750|136371145;ENSG00000187796.16	1	1
158	chr9:123365917|123367686;ENSG00000148204.12	1	1
159	chr9:136199678|136200753;ENSG00000107187.17	1	1
160	chr9:135694387|135695263;ENSG00000165643.11	1	1
161	chr9:135697506|135699126;ENSG00000165643.11	1	1
162	chr9:135697506|135698476;ENSG00000165643.11	1	1
163	chr9:14997164|15007882;ENSG00000215237.6	1	1
164	chr9:4719135|4722625;ENSG00000147853.17	1	1
165	chr9:97936171|97938191;ENSG00000136929.13	1	1
166	chr9:135577350|135577774;ENSG00000237339.5	1	1
167	chr9:128715172|128716923;ENSG00000160447.7	1	1
168	chr9:72305436|72315090;ENSG00000225434.4	1	1
169	chr9:38456118|38462233;ENSG00000283162.2	1	1
170	chr9:38458368|38469965;ENSG00000283162.2	1	1
171	chr9:38437689|38462233;ENSG00000283162.2	1	1
172	chr9:125543059|125657799;ENSG00000119487.17	1	1
173	chr9:72056784|72059384;ENSG00000204669.11	1	1
174	chr9:77321169|77321746;ENSG00000197969.14	1	1
175	chr9:128722009|128722574;ENSG00000160446.19	1	1
176	chr9:90507258|90508941;ENSG00000229613.2	1	1
177	chr9:36607575|36643083;ENSG00000165304.8	1	1
178	chr9:107428292|107454973;ENSG00000226825.2	1	1
179	chr9:8936079|8958848;ENSG00000234021.1	1	1
180	chr9:92470669|92474927;ENSG00000106819.13	1	1
181	chr9:35810247|35811057;ENSG00000137098.14	1	1
182	chr9:121354601|121356156;ENSG00000148175.13	1	1
183	chr9:92337541|92379859;ENSG00000188312.14	1	1
184	chr9:124457472|124468190;ENSG00000180264.12	1	1
185	chr9:109406462|109422852;ENSG00000070159.14	1	1
186	chr9:109406462|109427122;ENSG00000070159.14	1	1
187	chr9:137213967|137215018;ENSG00000188566.15	1	1
188	chr9:7930282|7960662;ENSG00000231902.2	1	1
189	chr9:135500570|135501123;ENSG00000122140.12	1	1
190	chr9:135500998|135501973;ENSG00000122140.12	1	1
191	chr9:93335876|93346414;ENSG00000204352.4	1	1
192	chr9:97648008|97656085;ENSG00000136937.13	1	1
193	chr9:97648008|97655764;ENSG00000136937.13	1	1
194	chr9:114406355|114425024;ENSG00000095397.16	1	1
195	chr9:43111266|43119686;ENSG00000277737.3	1	1
196	chr9:132269615|132271808;ENSG00000107290.14	1	1
197	chr9:132283264|132288651;ENSG00000107290.14	1	1
198	chr9:101613376|101671107;ENSG00000198785.7	1	1
199	chr9:136863288|136863871;ENSG00000107223.13	1	1
200	chr9:89334522|89347048;ENSG00000187742.15	1	1
201	chr9:129639402|129640722;ENSG00000148331.12	1	1
202	chr9:94606815|94617860;ENSG00000165140.12	1	1
203	chr9:94606815|94620491;ENSG00000165140.12	1	1
204	chr9:94605457|94610061;ENSG00000165140.12	1	1
205	chr9:35556308|35558567;ENSG00000198853.12	1	1
206	chr9:134880812|134885897;ENSG00000160339.16	1	1
207	chr9:137754171|137778055;ENSG00000181090.21	1	1
208	chr9:128949189|128952846;ENSG00000095319.14	1	1
209	chr9:36353170|36376127;ENSG00000137075.18	1	1
210	chr9:13150511|13176417;ENSG00000107186.17	1	1
211	chr9:35606237|35607672;ENSG00000107140.16	1	1
212	chr9:90864589|90874849;ENSG00000165025.15	1	1
213	chr9:90864589|90874291;ENSG00000165025.15	1	1
214	chr9:34096716|34098517;ENSG00000198876.13	1	1
215	chr9:128472913|128484886;ENSG00000136811.17	1	1
216	chr9:114668206|114671827;ENSG00000230601.7	1	1
217	chr9:114671383|114671827;ENSG00000230601.7	1	1
218	chr9:122214283|122227030;ENSG00000106852.16	1	1
219	chr9:4622408|4627856;ENSG00000106686.17	1	1
220	chr9:35660401|35660647;ENSG00000159884.12	1	1
221	chr9:35658576|35660461;ENSG00000159884.12	1	1
222	chr9:137437159|137438084;ENSG00000188833.10	1	1
223	chr9:137436521|137438084;ENSG00000188833.10	1	1
224	chr9:137436869|137438305;ENSG00000188833.10	1	1
225	chr9:13004933|13029577;ENSG00000285637.2	1	1
226	chr9:37974622|38016131;ENSG00000107338.10	1	1
227	chr9:113413445|113413894;ENSG00000157653.12	1	1
228	chr9:113421103|113424316;ENSG00000157653.12	1	1
229	chr9:127945649|127950539;ENSG00000167106.12	1	1
230	chr9:93476256|93498886;ENSG00000048828.17	1	1
231	chr9:35733396|35735215;ENSG00000107175.12	1	1
232	chr9:35076724|35078736;ENSG00000221829.11	1	1
233	chr9:34556255|34564832;ENSG00000122756.15	1	1
234	chr9:113256114|113257185;ENSG00000136868.11	1	1
235	chr9:19334977|19341114;ENSG00000137145.21	1	1
236	chr9:116841429|116842517;ENSG00000285820.1	1	1
237	chr9:5742869|5756372;ENSG00000107036.12	1	1
238	chr9:93107674|93109092;ENSG00000165233.18	1	1
239	chr9:93107674|93110721;ENSG00000165233.18	1	1
240	chr9:63055923|63057637;ENSG00000198312.4	1	1
241	chr9:115040941|115057425;ENSG00000041982.16	1	1
242	chr9:16552530|16727997;ENSG00000173068.18	1	1
243	chr9:16431403|16435099;ENSG00000173068.18	1	1
244	chr9:72927116|72931019;ENSG00000165092.13	1	1
245	chr9:72930879|72940252;ENSG00000165092.13	1	1
246	chr9:94572979|94577793;ENSG00000231806.4	1	1
247	chr9:136800389|136805457;ENSG00000213213.14	1	1
248	chr9:120911336|120914300;ENSG00000056558.11	1	1
249	chr9:120914235|120926301;ENSG00000056558.11	1	1
250	chr9:69732139|69734254;ENSG00000188647.13	1	1
251	chr9:14662215|14680162;ENSG00000175893.12	1	1
252	chr9:136945634|136946566;ENSG00000176919.13	1	1
253	chr9:68387463|68465208;ENSG00000154330.13	1	1
254	chr9:96844890|96852005;ENSG00000196597.13	1	1
255	chr9:6497049|6497268;ENSG00000147854.17	1	1
256	chr9:71918425|71947112;ENSG00000155621.15	1	1
257	chr9:15846702|15848947;ENSG00000164989.17	1	1
258	chr9:15778968|15784694;ENSG00000164989.17	1	1
259	chr9:135588593|135589484;ENSG00000224045.1	1	1
260	chr9:34972411|34977641;ENSG00000122733.12	1	1
261	chr9:113322811|113331116;ENSG00000148225.16	1	1
262	chr9:132661208|132670401;ENSG00000125485.18	1	1
263	chr9:132648189|132651116;ENSG00000125485.18	1	1
264	chr9:132651075|132659780;ENSG00000125485.18	1	1
265	chr9:137540642|137543815;ENSG00000130653.16	1	1
266	chr9:135631431|135639193;ENSG00000204007.8	1	1
267	chr9:69225304|69226175;ENSG00000119139.21	1	1
268	chr9:69227765|69230232;ENSG00000119139.21	1	1
269	chr9:69218257|69228114;ENSG00000119139.21	1	1
270	chr9:136800389|136804816;ENSG00000273066.5	1	1
271	chr9:136806078|136806867;ENSG00000273066.5	1	1
272	chr9:34648998|34656908;ENSG00000258728.2	1	1
273	chr9:34647492|34647961;ENSG00000258728.2	1	1
274	chr9:105464240|105468324;ENSG00000106701.13	1	1
275	chr9:105479354|105508715;ENSG00000106701.13	1	1
276	chr9:123139529|123160462;ENSG00000165209.19	1	1
277	chr9:123128214|123132968;ENSG00000165209.19	1	1
278	chr9:97323781|97347666;ENSG00000255036.6	1	1
279	chr9:97325019|97347666;ENSG00000255036.6	1	1
280	chr9:133518874|133520288;ENSG00000187616.5	1	1
281	chr9:133520174|133528612;ENSG00000187616.5	1	1
282	chr9:33245112|33246728;ENSG00000122711.9	1	1
283	chr9:33218365|33221108;ENSG00000122711.9	1	1
284	chr9:128933782|128934058;ENSG00000175287.19	1	1
285	chr9:128927038|128937778;ENSG00000175287.19	1	1
286	chr9:35611804|35618121;ENSG00000137101.14	1	1
287	chr9:23831438|23831598;ENSG00000231460.2	1	1
288	chr9:23829670|23831598;ENSG00000231460.2	1	1
289	chr9:128842654|128845411;ENSG00000171097.14	1	1
290	chr9:128835997|128838137;ENSG00000171097.14	1	1
291	chr9:131487856|131491580;ENSG00000288701.1	1	1
292	chr9:127751172|127761650;ENSG00000095370.20	1	1
293	chr9:127749211|127762416;ENSG00000095370.20	1	1
294	chr9:33318731|33338589;ENSG00000086102.19	1	1
295	chr9:127720078|127724364;ENSG00000167094.16	1	1
296	chr9:137033193|137035282;ENSG00000180539.8	1	1
297	chr9:26092361|26110139;ENSG00000276759.2	1	1
298	chr9:116265857|116335074;ENSG00000182752.10	1	1
299	chr9:116373199|116377647;ENSG00000182752.10	1	1
300	chr9:114032645|114036377;ENSG00000157657.15	1	1
301	chr9:83628007|83628959;ENSG00000148057.16	1	1
302	chr9:109149636|109150860;ENSG00000260230.5	1	1
303	chr9:136831721|136835845;ENSG00000196642.19	1	1
304	chr9:105705597|105721721;ENSG00000095209.12	1	1
305	chr9:133671535|133694371;ENSG00000123453.19	1	1
306	chr9:133702916|133731484;ENSG00000123453.19	1	1
307	chr9:120776093|120793257;ENSG00000119402.18	1	1
308	chr9:120776093|120778545;ENSG00000119402.18	1	1
309	chr9:88426382|88448989;ENSG00000106723.17	1	1
310	chr9:77456295|77517544;ENSG00000231373.1	1	1
311	chr9:127806973|127807286;ENSG00000136877.15	1	1
312	chr9:136806050|136807202;ENSG00000228544.1	0.0794317091318	1
313	chr9:136806385|136807202;ENSG00000228544.1	0.144832899677	1
314	chr9:109050570|109064567;ENSG00000106771.13	1	1
315	chr9:127473801|127481227;ENSG00000148356.15	1	1
316	chr9:132677977|132683693;ENSG00000125484.12	1	1
317	chr9:133065040|133066945;ENSG00000170835.17	1	1
318	chr9:35813445|35813784;ENSG00000285645.1	1	1
319	chr9:133155901|133161532;ENSG00000148288.13	1	1
320	chr9:125153906|125160906;ENSG00000119414.12	1	1
321	chr9:125158241|125171180;ENSG00000119414.12	1	1
322	chr9:73154198|73158601;ENSG00000135046.14	1	1
323	chr9:846960|894195;ENSG00000137090.12	1	1
324	chr9:110329232|110334320;ENSG00000204193.11	1	1
325	chr9:136978993|136980284;ENSG00000284341.1	0.000719389331116	0.378398788167016
326	chr9:136979223|136980855;ENSG00000284341.1	1.36674561901e-06	0.00072164168683728
327	chr9:136979946|136980855;ENSG00000284341.1	0.0176649362146	1
328	chr9:125777982|125929845;ENSG00000167081.18	1	1
329	chr9:92856192|92875059;ENSG00000127081.14	1	1
330	chr9:132498695|132499600;ENSG00000188523.9	1	1
331	chr9:40758255|40763752;ENSG00000276963.1	1	1
332	chr9:136337441|136339815;ENSG00000160360.13	1	1
333	chr9:126381064|126386658;ENSG00000196814.15	1	1
334	chr9:112405624|112418958;ENSG00000119471.15	1	1
335	chr9:88737657|88737877;ENSG00000286414.1	1	1
336	chr9:113283132|113284389;ENSG00000136875.13	1	1
337	chr9:113282646|113286828;ENSG00000136875.13	1	1
338	chr9:98495966|98496514;ENSG00000136928.7	1	1
339	chr9:98371464|98406141;ENSG00000136928.7	1	1
340	chr9:94085251|94095454;ENSG00000158079.16	1	1
341	chr9:81611769|81613521;ENSG00000196781.16	1	1
342	chr9:81616646|81620557;ENSG00000196781.16	1	1
343	chr9:130666608|130668313;ENSG00000130711.5	1	1
344	chr9:137040671|137041187;ENSG00000107281.10	1	1
345	chr9:137039971|137040436;ENSG00000107281.10	1	1
346	chr9:133643413|133651777;ENSG00000123454.12	1	1
347	chr9:129040452|129042514;ENSG00000148343.19	1	1
348	chr9:129060550|129061346;ENSG00000148343.19	1	1
349	chr9:129830871|129834766;ENSG00000136819.15	1	1
350	chr9:16215772|16400547;ENSG00000205549.10	1	1
351	chr9:37489315|37495276;ENSG00000137054.16	1	1
352	chr9:113198855|113203035;ENSG00000119321.10	1	1
353	chr9:5944871|5988545;ENSG00000183354.12	1	1
354	chr9:136994930|136995567;ENSG00000169583.13	1	1
355	chr9:136995442|136995757;ENSG00000169583.13	1	1
356	chr9:136995186|136995757;ENSG00000169583.13	1	1
357	chr9:129613107|129620743;ENSG00000179058.7	1	1
358	chr9:129615484|129620743;ENSG00000179058.7	1	1
359	chr9:69043461|69046482;ENSG00000165060.15	1	1
360	chr9:69046385|69065035;ENSG00000165060.15	1	1
361	chr9:69046385|69053260;ENSG00000165060.15	1	1
362	chr9:124013961|124015525;ENSG00000106689.11	1	1
363	chr9:34487946|34490124;ENSG00000122735.16	1	1
364	chr9:136849111|136850137;ENSG00000054148.18	1	1
365	chr9:136016265|136050580;ENSG00000148411.8	1	1
366	chr9:35841526|35846068;ENSG00000137103.20	1	1
367	chr9:35835288|35841267;ENSG00000137103.20	1	1
368	chr9:465962|467219;ENSG00000227155.7	1	1
369	chr9:75069742|75077580;ENSG00000106733.21	1	1
370	chr9:134025486|134026090;ENSG00000235106.10	1	1
371	chr9:137263037|137266426;ENSG00000188986.9	1	1
372	chr9:26920227|26926560;ENSG00000137055.15	1	1
373	chr9:33798368|33799913;ENSG00000235481.3	1	1
374	chr9:15423909|15433636;ENSG00000164975.16	0.0165066525699	1
375	chr9:15444602|15453205;ENSG00000164975.16	0.00125052884824	0.65527711647776
376	chr9:15433552|15451402;ENSG00000164975.16	1.39404902089e-06	0.00073466383400903
377	chr9:136405118|136405978;ENSG00000165689.17	1	1
378	chr9:33508359|33510711;ENSG00000226823.1	1	1
379	chr9:103264524|103315281;ENSG00000225564.6	1	1
380	chr9:92634386|92635246;ENSG00000127080.10	1	1
381	chr9:83311887|83343287;ENSG00000172159.16	1	1
382	chr9:83299112|83311975;ENSG00000172159.16	1	1
383	chr9:104750956|104753064;ENSG00000136783.10	1	1
384	chr9:122576766|122578445;ENSG00000171496.5	1	1
385	chr9:127925867|127927208;ENSG00000167103.12	1	1
386	chr9:135616587|135617016;ENSG00000236543.3	1	1
387	chr9:135605215|135615498;ENSG00000236543.3	1	1
388	chr9:125323798|125341264;ENSG00000165219.23	1	1
389	chr9:103004969|103006378;ENSG00000155833.15	1	1
390	chr9:103001578|103003263;ENSG00000155833.15	1	1
391	chr9:131325452|131347756;ENSG00000160539.6	1	1
392	chr9:98210656|98229148;ENSG00000095383.20	1	1
393	chr9:93069100|93075972;ENSG00000157303.11	1	1
394	chr9:136742787|136745280;ENSG00000204003.8	1	1
395	chr9:85621202|85657643;ENSG00000135049.16	1	1
396	chr9:85621202|85646418;ENSG00000135049.16	1	1
397	chr9:122378433|122381747;ENSG00000095303.17	1	1
398	chr9:122378433|122381552;ENSG00000095303.17	1	1
399	chr9:124786975|124799491;ENSG00000185585.20	1	1
400	chr9:38413237|38414203;ENSG00000137142.5	1	1
401	chr9:33886881|33900271;ENSG00000107341.5	1	1
402	chr9:135768610|135772949;ENSG00000107147.14	1	1
403	chr9:131052850|131069050;ENSG00000050555.19	1	1
404	chr9:85175476|85182840;ENSG00000285556.1	1	1
405	chr9:112959793|112961814;ENSG00000237906.1	1	1
406	chr9:112959793|112960962;ENSG00000237906.1	1	1
407	chr9:128323016|128332282;ENSG00000167113.11	1	1
408	chr9:128789874|128791693;ENSG00000107021.16	1	1
409	chr9:127428832|127435216;ENSG00000196152.10	1	1
410	chr9:132390597|132398326;ENSG00000125482.13	1	1
411	chr9:32481340|32488887;ENSG00000288684.1	1	1
412	chr9:32487471|32489451;ENSG00000288684.1	1	1
413	chr9:32481340|32489451;ENSG00000288684.1	1	1
414	chr9:32485175|32489451;ENSG00000288684.1	1	1
415	chr9:32485175|32491420;ENSG00000288684.1	1	1
416	chr9:37522825|37537943;ENSG00000256966.6	1	1
417	chr9:37522825|37532058;ENSG00000256966.6	1	1
418	chr9:37521569|37529260;ENSG00000256966.6	1	1
419	chr9:137022941|137024236;ENSG00000107331.18	1	1
420	chr9:99828041|99833454;ENSG00000119508.18	1	1
421	chr9:99825659|99833454;ENSG00000119508.18	1	1
422	chr9:104884427|104889195;ENSG00000165029.17	1	1
423	chr9:130697582|130700935;ENSG00000130713.17	1	1
424	chr9:130695492|130697627;ENSG00000130713.17	1	1
425	chr9:15187971|15203890;ENSG00000155158.20	1	1
426	chr9:91737391|91883383;ENSG00000169071.15	1	1
427	chr9:111527268|111530963;ENSG00000173258.13	1	1
428	chr9:137050284|137051370;ENSG00000054179.12	1	1
429	chr9:137051510|137052348;ENSG00000054179.12	1	1
430	chr9:134408149|134421805;ENSG00000186350.12	1	1
431	chr9:97805840|97810039;ENSG00000236130.2	1	1
432	chr9:36058827|36065624;ENSG00000122707.12	1	1
433	chr9:36063795|36117177;ENSG00000122707.12	1	1
434	chr9:97516213|97516818;ENSG00000228174.7	1	1
435	chr9:35396841|35397712;ENSG00000198722.15	1	1
436	chr9:124855634|124856600;ENSG00000136918.8	1	1
437	chr9:124855861|124856600;ENSG00000136918.8	1	1
438	chr9:96774788|96776245;ENSG00000081386.13	1	1
439	chr9:34657303|34659900;ENSG00000137070.19	1	1
440	chr9:34656739|34657587;ENSG00000137070.19	1	1
441	chr9:104766325|104769021;ENSG00000165028.12	1	1
442	chr9:33468508|33469341;ENSG00000165271.17	1	1
443	chr9:131619051|131621998;ENSG00000107263.19	1	1
444	chr9:129338792|129342043;ENSG00000233901.7	1	1
445	chr9:112972080|112982947;ENSG00000228623.7	1	1
446	chr9:88072732|88073036;ENSG00000287750.2	1	1
447	chr9:37719069|37731103;ENSG00000070601.10	1	1
448	chr9:5805611|5812217;ENSG00000099219.15	1	1
449	chr9:5810011|5813035;ENSG00000099219.15	1	1
450	chr9:34241185|34242108;ENSG00000165006.14	1	1
451	chr9:34179038|34242108;ENSG00000165006.14	1	1
452	chr9:137251738|137252135;ENSG00000197768.11	1	1
453	chr9:106558472|106588940;ENSG00000234323.9	1	1
454	chr9:106588380|106589013;ENSG00000234323.9	1	1
455	chr9:119242047|119313405;ENSG00000078725.13	1	1
456	chr9:119248960|119313405;ENSG00000078725.13	1	1
457	chr9:128632127|128632484;ENSG00000197694.18	1	1
458	chr9:112804776|112838697;ENSG00000148158.17	1	1
459	chr9:33057598|33068934;ENSG00000122692.9	1	1
460	chr9:20363476|20448266;ENSG00000171843.17	1	1
461	chr9:74634631|74662606;ENSG00000198963.11	1	1
462	chr9:113354240|113360737;ENSG00000119411.11	1	1
463	chr9:137232575|137233404;ENSG00000198569.10	1	1
464	chr9:107302035|107318879;ENSG00000119318.13	1	1
465	chr9:107306379|107318879;ENSG00000119318.13	1	1
466	chr9:62867697|62869304;ENSG00000234665.9	1	1
467	chr9:127336128|127345477;ENSG00000136895.19	1	1
468	chr9:127318063|127333121;ENSG00000136895.19	1	1
469	chr9:125003114|125003690;ENSG00000173611.18	1	1
470	chr9:26997728|26999703;ENSG00000184434.8	1	1
471	chr9:34647089|34647705;ENSG00000213930.12	1	1
472	chr9:27558491|27562476;ENSG00000147894.17	1	1
473	chr9:27560227|27565590;ENSG00000147894.17	1	1
474	chr9:117778090|117784493;ENSG00000284977.2	1	1
475	chr9:97314618|97318582;ENSG00000197816.16	1	1
476	chr9:97281516|97290902;ENSG00000254633.2	1	1
477	chr9:133540878|133561295;ENSG00000197859.11	1	1
478	chr9:133540878|133554693;ENSG00000197859.11	1	1
