circRNA_ID	PValue	FDR
253	chr7:16665437|16674588;ENSG00000136261.16	1	1
254	chr7:16681301|16689906;ENSG00000136261.16	1	1
255	chr7:16681301|16695004;ENSG00000136261.16	1	1
256	chr20:19654062|19681991;ENSG00000185052.13	1	1
257	chr18:77185184|77205559;ENSG00000265844.1	1	1
258	chrX:47239070|47240450;ENSG00000102226.10	1	1
259	chr16:20800302|20802923;ENSG00000196678.14	1	1
260	chr15:71731121|71747042;ENSG00000187720.15	1	1
261	chr11:85650249|85654256;ENSG00000171202.7	1	1
262	chr2:81986196|81986579;ENSG00000231781.1	1	1
263	chr14:100483994|100526040;ENSG00000176473.14	1	1
264	chr14:100468021|100484124;ENSG00000176473.14	1	1
265	chr2:23788512|23809176;ENSG00000119778.15	1	1
266	chr2:26792131|26792833;ENSG00000115163.15	1	1
267	chr17:5014743|5020079;ENSG00000129250.12	1	1
268	chr5:64741057|64754362;ENSG00000153006.16	1	1
269	chr1:155210548|155212567;ENSG00000173171.15	1	1
270	chr1:155210548|155212219;ENSG00000173171.15	1	1
271	chr17:31892260|31895011;ENSG00000108651.10	1	1
272	chr17:31875234|31880754;ENSG00000108651.10	1	1
273	chr10:114843741|114846367;ENSG00000151553.15	1	1
274	chr20:47238758|47283648;ENSG00000101040.20	1	1
275	chr20:47262288|47287284;ENSG00000101040.20	1	1
276	chr8:78738504|78798208;ENSG00000104432.14	1	1
277	chr11:134356301|134364398;ENSG00000149328.15	1	1
278	chr19:9419217|9434235;ENSG00000174652.20	1	1
279	chr19:9418505|9420218;ENSG00000174652.20	1	1
280	chr14:92157659|92159282;ENSG00000165934.13	1	1
281	chr10:27215535|27223452;ENSG00000107897.20	5.57179463156e-06	0.0683882073077674
282	chr10:27210814|27223452;ENSG00000107897.20	0.024896087913	1
283	chr15:64160104|64162154;ENSG00000166794.6	1	1
284	chr22:22630961|22633651;ENSG00000215456.6	1	1
285	chr13:72737962|72745207;ENSG00000136122.18	1	1
286	chr13:72734960|72743602;ENSG00000136122.18	1	1
287	chr13:72728926|72738043;ENSG00000136122.18	1	1
288	chr12:100158798|100161869;ENSG00000238105.7	1	1
289	chr12:100157997|100158873;ENSG00000238105.7	1	1
290	chr11:72697323|72701783;ENSG00000186635.15	1	1
291	chr2:152720533|152735126;ENSG00000177917.12	1	1
292	chr3:152414941|152446757;ENSG00000152601.18	1	1
293	chr3:87240699|87249977;ENSG00000083937.10	1	1
294	chr5:154802007|154806032;ENSG00000155506.19	1	1
295	chr5:154799591|154803413;ENSG00000155506.19	1	1
296	chr2:172103938|172106200;ENSG00000236651.1	1	1
297	chr7:73294242|73295901;ENSG00000205578.6	1	1
298	chr17:42120030|42120829;ENSG00000267261.5	1	1
299	chr17:42120225|42120829;ENSG00000267261.5	1	1
300	chr9:136863288|136863871;ENSG00000107223.13	1	1
301	chr17:7673701|7674290;ENSG00000141510.18	1	1
302	chr17:7673535|7673837;ENSG00000141510.18	1	1
303	chr3:44451314|44455696;ENSG00000185219.18	1	1
304	chr7:100485228|100489666;ENSG00000166924.9	1	1
305	chr7:100488152|100490729;ENSG00000166924.9	1	1
306	chr2:74367045|74369491;ENSG00000204843.13	1	1
307	chr5:73569497|73577036;ENSG00000164338.10	1	1
308	chr19:9155925|9157394;ENSG00000130803.15	1	1
309	chr12:53104151|53105243;ENSG00000167780.12	1	1
310	chr14:55661522|55670809;ENSG00000126777.18	1	1
311	chr14:55656102|55658614;ENSG00000126777.18	1	1
312	chr19:10284129|10284657;ENSG00000090339.9	1	1
313	chr19:49490232|49491099;ENSG00000142541.18	1	1
314	chr20:48651396|48658228;ENSG00000124126.14	1	1
315	chr4:78917761|78923947;ENSG00000163291.14	1	1
316	chr13:43906880|43941684;ENSG00000281883.1	1	1
317	chr2:184226093|184332893;ENSG00000286980.1	1	1
318	chr9:36353170|36376127;ENSG00000137075.18	1	1
319	chr9:128949189|128952846;ENSG00000095319.14	1	1
320	chr16:67435628|67436142;ENSG00000176387.7	1	1
321	chr1:205525139|205526837;ENSG00000117266.16	1	1
322	chr12:53073286|53075811;ENSG00000167778.9	1	1
323	chr5:66162109|66164897;ENSG00000153914.16	1	1
324	chr20:59036690|59038634;ENSG00000101166.16	1	1
325	chrX:7257242|7276087;ENSG00000101846.9	1	1
326	chr1:182666872|182671730;ENSG00000135824.13	1	1
327	chr3:109032720|109062058;ENSG00000114487.10	1	1
328	chr13:27190622|27207367;ENSG00000275294.4	1	1
329	chr9:4622408|4627856;ENSG00000106686.17	1	1
330	chr3:184100485|184105427;ENSG00000186038.9	1	1
331	chr20:25685996|25686466;ENSG00000130684.14	1	1
332	chr7:2215885|2222754;ENSG00000286192.1	1	1
333	chr4:67673697|67678533;ENSG00000033178.13	1	1
334	chr4:67682119|67696707;ENSG00000033178.13	1	1
335	chr16:83957640|83959396;ENSG00000140961.14	1	1
336	chr1:67328200|67380123;ENSG00000081985.14	1	1
337	chr6:117540918|117543211;ENSG00000164465.19	1	1
338	chr8:48554417|48555395;ENSG00000253688.2	1	1
339	chr11:124750714|124751580;ENSG00000019102.12	1	1
340	chr19:44977343|44987423;ENSG00000104853.16	1	1
341	chr10:73470687|73471613;ENSG00000107758.16	1	1
342	chr10:73470887|73475030;ENSG00000107758.16	1	1
343	chr2:129245153|129250074;ENSG00000204460.3	1	1
344	chr5:119492100|119506889;ENSG00000133835.18	1	1
345	chr5:119496543|119509244;ENSG00000133835.18	1	1
346	chr9:34556255|34564832;ENSG00000122756.15	1	1
347	chr1:106041832|106047774;ENSG00000237480.3	1	1
348	chr1:106041567|106048346;ENSG00000237480.3	1	1
349	chr12:52173038|52180608;ENSG00000167767.14	1	1
350	chr12:52173600|52180963;ENSG00000167767.14	1	1
351	chr19:36914965|36915251;ENSG00000185869.15	1	1
352	chr1:43618630|43619858;ENSG00000142949.17	1	1
353	chr1:43545031|43553941;ENSG00000142949.17	1	1
354	chr1:43605529|43617568;ENSG00000142949.17	1	1
355	chr12:48834320|48835214;ENSG00000174243.10	1	1
356	chr19:18008711|18010039;ENSG00000105643.11	1	1
357	chr11:43556900|43584674;ENSG00000283217.1	1	1
358	chr9:16431403|16435099;ENSG00000173068.18	1	1
359	chr9:16552530|16727997;ENSG00000173068.18	1	1
360	chr19:2137011|2137807;ENSG00000065000.19	1	1
361	chr19:2109873|2110224;ENSG00000065000.19	1	1
362	chr3:58197821|58208306;ENSG00000163687.14	1	1
363	chr3:58197821|58204881;ENSG00000163687.14	1	1
364	chr3:133973663|133979618;ENSG00000174640.15	1	1
365	chr4:77885256|77887291;ENSG00000169288.18	1	1
366	chr1:15505990|15507907;ENSG00000132906.18	1	1
367	chr1:15504611|15507907;ENSG00000132906.18	1	1
368	chr6:52276268|52277688;ENSG00000112118.20	1	1
369	chr6:52273742|52277688;ENSG00000112118.20	1	1
370	chr15:41209501|41217154;ENSG00000178997.12	1	1
371	chr15:41195933|41216795;ENSG00000178997.12	1	1
372	chr19:9471296|9475369;ENSG00000198028.4	1	1
373	chr10:14934380|14936593;ENSG00000152457.18	1	1
374	chr10:14935463|14945189;ENSG00000152457.18	1	1
375	chr20:58311043|58353538;ENSG00000124209.4	1	1
376	chr4:103552537|103591443;ENSG00000251577.5	1	1
377	chr20:1377430|1392881;ENSG00000088832.18	1	1
378	chr3:196899924|196923551;ENSG00000119231.11	1	1
379	chr4:168472455|168472809;ENSG00000181381.15	1	1
380	chr2:15604437|15617342;ENSG00000079785.16	1	1
381	chr2:15604437|15613284;ENSG00000079785.16	1	1
382	chr2:15595490|15617342;ENSG00000079785.16	1	1
383	chr22:45203845|45205912;ENSG00000100364.19	1	1
384	chr22:45205793|45212107;ENSG00000100364.19	1	1
385	chr21:33058101|33062816;ENSG00000232539.1	1	1
386	chr1:227731585|227759485;ENSG00000143740.15	1	1
387	chr17:9779825|9780035;ENSG00000184544.12	1	1
388	chr17:9779825|9781594;ENSG00000184544.12	1	1
389	chr9:71918425|71947112;ENSG00000155621.15	1	1
390	chr7:47978417|47978816;ENSG00000136273.13	1	1
391	chr7:47976730|47978816;ENSG00000136273.13	1	1
392	chr14:73876998|73880176;ENSG00000258653.3	0.00109731031178	1
393	chr14:73884101|73896534;ENSG00000258653.3	0.000490786022247	1
394	chr14:73884101|73898262;ENSG00000258653.3	1.03807419438e-07	0.00127568937747358
395	chr19:35131789|35132042;ENSG00000153902.14	1	1
396	chr19:35131971|35134104;ENSG00000153902.14	1	1
397	chr19:35133318|35134104;ENSG00000153902.14	1	1
398	chr4:16595703|16759260;ENSG00000169744.13	1	1
399	chr14:103914479|103915189;ENSG00000156411.10	1	1
400	chr3:37503178|37513900;ENSG00000144668.12	1	1
401	chr13:23365166|23411740;ENSG00000151835.17	1	1
402	chr3:160401990|160404504;ENSG00000113810.16	1	1
403	chr3:160401915|160412084;ENSG00000113810.16	1	1
404	chr3:19970548|19976169;ENSG00000144566.11	1	1
405	chr10:100749746|100809236;ENSG00000075891.23	1	1
406	chr10:100750694|100806605;ENSG00000075891.23	1	1
407	chr20:64066476|64067020;ENSG00000171703.17	1	1
408	chr17:39988683|39995068;ENSG00000108344.15	1	1
409	chr1:1211942|1213785;ENSG00000186827.11	1	1
410	chr11:9474553|9496378;ENSG00000166478.10	1	1
411	chr1:210094322|210100461;ENSG00000143469.20	1	1
412	chr1:210013633|210094593;ENSG00000143469.20	1	1
413	chr4:1376034|1380230;ENSG00000163945.19	1	1
414	chr19:40936097|40936541;ENSG00000256612.8	1	1
415	chr7:129400290|129406466;ENSG00000158467.17	1	1
416	chr1:150283208|150283880;ENSG00000159208.16	1	1
417	chr1:150283805|150284504;ENSG00000159208.16	1	1
418	chr20:34935576|34936840;ENSG00000100983.12	1	1
419	chr20:34936763|34943006;ENSG00000100983.12	1	1
420	chr20:34936943|34943006;ENSG00000100983.12	1	1
421	chr6:158817979|158820593;ENSG00000233893.2	1	1
422	chr5:139379207|139380632;ENSG00000170482.17	1	1
423	chr13:24286214|24290884;ENSG00000182957.16	1	1
424	chr6:127449822|127473391;ENSG00000255330.9	1	1
425	chr7:76028642|76030524;ENSG00000127952.17	1	1
426	chr8:95260468|95263774;ENSG00000156172.6	1	1
427	chr19:42099527|42110756;ENSG00000028277.22	1	1
428	chr19:42093829|42095405;ENSG00000028277.22	1	1
429	chr2:157542706|157556332;ENSG00000123612.16	1	1
430	chr12:21559651|21563038;ENSG00000285854.1	1	1
431	chr12:21562918|21574326;ENSG00000285854.1	1	1
432	chr12:53308960|53314441;ENSG00000094914.14	1	1
433	chr12:53309157|53314849;ENSG00000094914.14	1	1
434	chr12:53308725|53309281;ENSG00000094914.14	1	1
435	chr13:46213002|46234349;ENSG00000173988.13	1	1
436	chr5:53060901|53070260;ENSG00000164171.11	1	1
437	chr5:53062786|53072048;ENSG00000164171.11	1	1
438	chr18:68838706|68846421;ENSG00000150636.17	1	1
439	chr14:31066126|31069929;ENSG00000100478.16	1	1
440	chr11:49173357|49183242;ENSG00000086205.18	1	1
441	chr4:118298733|118318556;ENSG00000164099.3	1	1
442	chrX:80290878|80310233;ENSG00000278530.5	1	1
443	chrX:80289664|80310233;ENSG00000278530.5	1	1
444	chrX:80290878|80310175;ENSG00000278530.5	1	1
445	chr16:20421274|20424069;ENSG00000183549.10	1	1
446	chr7:66993217|66994341;ENSG00000126524.11	1	1
447	chr19:12880802|12881152;ENSG00000105612.9	1	1
448	chr16:87417460|87433201;ENSG00000140948.13	1	1
449	chr1:116949192|116967330;ENSG00000134247.10	1	1
450	chr13:74551180|74552903;ENSG00000281167.1	1	1
451	chr9:136831721|136835845;ENSG00000196642.19	1	1
452	chr1:35894037|35907119;ENSG00000092847.13	1	1
453	chr20:35603010|35604345;ENSG00000088340.17	1	1
454	chr5:139401915|139402693;ENSG00000170469.11	1	1
455	chr11:78478585|78559619;ENSG00000137513.11	1	1
456	chr14:92083126|92093831;ENSG00000066427.25	1	1
457	chr7:110365216|110511114;ENSG00000226965.2	1	1
458	chr7:110511060|110525561;ENSG00000226965.2	1	1
459	chr11:118583179|118590506;ENSG00000095139.15	1	1
460	chr3:127660378|127668597;ENSG00000114631.11	1	1
461	chr3:127660378|127662311;ENSG00000114631.11	1	1
462	chr3:127639245|127668597;ENSG00000114631.11	1	1
463	chr20:32215269|32216721;ENSG00000101346.14	1	1
464	chr20:32215269|32228455;ENSG00000101346.14	1	1
465	chr19:16118226|16121810;ENSG00000167461.12	1	1
466	chr6:108222234|108223045;ENSG00000112335.15	1	1
467	chr4:52610541|52631144;ENSG00000109189.13	1	1
468	chr11:64752403|64754836;ENSG00000068976.14	1	1
469	chr8:25887842|25908555;ENSG00000221818.9	1	1
470	chr8:25858319|25862797;ENSG00000221818.9	1	1
471	chr8:25887842|26033153;ENSG00000221818.9	1	1
472	chr15:81127590|81135359;ENSG00000156206.14	1	1
473	chr6:127512891|127515047;ENSG00000214338.10	1	1
474	chr17:10383156|10406238;ENSG00000272736.5	1	1
475	chr17:10383132|10406277;ENSG00000272736.5	1	1
476	chr21:43741667|43749080;ENSG00000160209.19	1	1
477	chr1:161217986|161218276;ENSG00000158869.11	1	1
478	chr19:50656050|50656346;ENSG00000235034.7	1	1
479	chr3:10035173|10036339;ENSG00000144554.13	1	1
480	chr1:143600685|143606716;ENSG00000179571.10	1	1
